clean_text,Sentiment,label
Here is the thing Imagine not everyone is coping Some people are going through difficult moments Do you know such person Dont let them struggle alone Do they need to talk to someone counsellors available 247 Call 1199 counselling is free,Negative,0
For our struggle is not against flesh and blood but against the rulers against the authorities against the powers of this dark world and against the spiritual forces of evil in the heavenly realms  Eph 612 Amen,Positive,1
Internet is chieth manze Struggles tupu,Positive,1
Its okay to ask for help Youre not as alone in your struggle as you may think,Negative,0
I do struggle with this sometimes letting go Whew its journeybut Im willing to take it,Positive,1
You get to 4 struggle with the 2nd episode live for the endings where the plot twists always are,Positive,1
If she sticks with you during your struggle years triangularflagtriangularflagtriangularflagtriangularflag,Positive,1
An Extremist or Fudamentalist by choice doesnt imputeImply the struggles success was for the few known only or the detainees of which you are well conversant was movement whose concerted efforts aided our forefathers TRIUMPHWE TALK PEACE amp UNITY,Positive,1
Often ignored but VERY important If you struggle to get your ideas understood or feel theyre not deep enough then you need to use Digital tech has some real gems So much you can do Read more on the blog,Positive,1
“If we don’t deliver returns for shareholders we may have an unhealthy unsafe financial industry where the whole economy will struggle”  Jeremy Awori CEO,Positive,1
Uncomfortable questions In the of representation and struggles over controlling the narrative Our understanding of the realities within an uncertain changing context remains far more tenuous,Positive,1
As nation we need to praise the efforts the likes of late Prof Wangari Mathai because of whose struggles Karura is alive and enjoyed by thousands of nature lovers waking and jogging we need to grow trees within and make it green again,Positive,1
Its okay to grow up in middle class family With the mortgage and car loan or whatever Your parents just did bit well enough to make your life better So dont be afraid of small small oooh they are always struggling  its okay to struggle,Positive,1
you have large half empty parking lot dedicated to employees at Masaba Rd Branch while we customers are turned away to go struggle with kanju na masonja at your meagre front parking Rethink relationships What century are you at ,Positive,1
Easy road often becomes hard  years of debauchery petty pleasures and laziness will cost you dearly later on Similarly hard road becomes easy Youll struggle to develop positive qualities but once when you do everything in your life will become easier,Positive,1
A2 products are definitely not design friendly for differently abled women it’s struggle trying to unpack handle and even dispose,Positive,1
So sad of our motive until then we are not safe The struggle continues raisedfistdarkskintone,Negative,0
Ha ha ha Youre really trying so hard Pick struggle and stop being so fickle,Positive,1
We all struggle at some point with the question of where we stand or whowhat we represent in this vast and confusing world To find your perfect position place where you stand proud and joyful no matter what…,Positive,1
Nairobi Half Life Star Resurfaces After Struggle With Drug Addiction VIDEO  TMZ Kenya,Positive,1
The struggle is real btw cant get anything done,Positive,1
Remember the struggle you are in today is developing your strength for tomorrow,Positive,1
In life you pick struggle facewithtearsofjoyfacewithtearsofjoy,Positive,1
concur with you Polical bile takes Wanjiku nowhere Political interests is mutual benefit to politicians Wanjiku struggles remain constant factor,Positive,1
Things may Look Hard but There is Hope God will Help Us 1Remember You are not Alone 2Rely on Gods provision promise protectionamp plan 3Refuse to Give up 4Remain Close to God God has seen your struggles He will Reach out Remember you Reward you Exodus37 Blessed Week,Negative,0
Madam Strong lady This same folks struggle for multparty democracy was never sincere  They only wanted to appear to be fighting for the rule of law and democracy Real democracy accommodates dissenting opinions does not victimized those with difference opinion ,Positive,1
So just ordered for bottle of wine and now remember dont have corkscrew loudlycryingface Premium tears have to go through the ultimate struggle of pushing that cork in enragedface Again The GHETTO Send help loudlycryingface,Negative,0
No one explicitly knows yours struggles young blood wake up every day and pray to your Gods then head to war,Positive,1
think it’s being indoors struggle with the same I’m out after the second beer facewithtearsofjoy,Positive,1
The struggle to finish 6 pack is the ultimate betrayal dint expect my body to giveold age is here indeed,Positive,1
Issa struggle if lenses were easy to handle would have gone for them,Positive,1
Maaahn ze struggle,Positive,1
I dont know where my specs are and its even worse because finding them without my specs on issa struggle sadbutrelievedface,Negative,0
have mastered no sugar in the morning but jioni issa struggle for me facewithtearsofjoy,Positive,1
A man must struggle to indepent at all costs Hata kama unaishi kwa shimo,Positive,1
Juste fini Slept several times Its been struggle Ne vit pas lhype,Positive,1
Temporary hardships should never scare you to let go of the big dreams you have huge number of great men have story to tell story of failure struggles hardships never giving up and eventually winning Have great weekend,Positive,1
struggle with evenings because of the same issue getting up to exercise after day of lazing around,Positive,1
So are my strugglesfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy,Positive,1
Siku moja andika struggles of young professionals Will give my comment in the accounting world,Positive,1
Do you know of someone who struggles with depression Are you experiencing any depression symptoms Depression is treatable and managing symptoms usually involves three components Support Psychotherapy Drug…,Positive,1
